,title,description,release_year,runtime,genres,production_countries,imdb_score
472,An Unremarkable Christmas,event  juanquini el ñato captain gonzález share one christma wish courag enough chang live one mysteri charact el dañado could one make dream come true,2020,83,"['comedy', 'drama']",['CO'],3.2
473,Kambili: The Whole 30 Yards,kambili maduka irrespons spoil spendthrift  woman turn  day thing mind get marri turn  howev get suspend work due incess late goe date boyfriend break dash hope get marri  decid need prove boyfriend everyth want respons driven focus wife materi,2020,119,"['romance', 'comedy']",[],6.8
474,Wave of Cinema: Surat Dari Timur,featur mix film footag special perform virtual concert honor memori music rever indonesian singer glenn fred,2020,57,['music'],['ID'],
475,GIMS: On the Record,go backstag belov rap superstar gim year lead major  stade de franc perform upclos documentari,2020,96,"['music', 'documentation']",['FR'],6.8
476,StarBeam: Halloween Hero,greedi captain fishbeard steal everybodi halloween treat starbeam boost trick sleev save day,2020,33,['animation'],['CA'],
477,"Yours Sincerely, Kanan Gill",revisit life goal set letter written teen futur self comedian kanan gill report back hes live expect,2020,72,['comedy'],['IN'],7.1
478,Finding Hubby,adventur  oyin clegg friend toke gloria kiss mani frog quest find princ process forc ask import question friendship love life ultim ask  find hubbi find happi,2020,104,"['comedy', 'romance']",['NG'],
479,We Are One,activist around world fight injustic drive social chang documentari follow particip music video solidarité,2020,86,['documentation'],['FR'],4.7
480,Ainu Mosir,kanto  descend japan indigen ainu peopl decid visit hole forest  path side world dead peopl live hope see deceas father,2020,84,['drama'],"['CN', 'JP', 'US']",6.6
481,Finding Agnes,emot journey morocco entrepreneur piec togeth turbul life estrang mother meet adopt daughter,2020,105,['drama'],['PH'],5.0
482,The App That Stole Christmas,tech entrepreneur christma shop app smash success start realiz invent might ruin holiday spirit,2020,63,"['comedy', 'drama']",['US'],3.7
483,Sanitation Day,two cop must contend uncoop tenant apart complex tri solv murder crime scene wipe clean,2020,104,"['thriller', 'crime']",['NG'],3.3
484,Crazy Awesome Teachers,staff salari get stolen school reluct new teacher set recoup money soon discov joy teach,2020,101,"['comedy', 'drama']",['ID'],6.1
485,Chico Bon Bon and the Very Berry Holiday,fixit forc make plan hit everi home fast deliv blunderberri cake town awak avoid holiday disast,2020,25,"['animation', 'family']",[],5.7
486,El límite infinito,earli struggl climb himalaya jean maggi get profil documentari highlight advanc adapt sport,2020,47,['documentation'],['AR'],
487,One Like It,short film follow day life young woman egypt interact other expos longstand stereotyp bias,2020,14,[],[],
488,Vir Das: Outside in - The Lockdown Special,stage banter take differ — deeper — mean comedian perform onlin show homebound viewer worldwid mumbai resid,2020,50,['comedy'],[],6.4
489,100% Halal,high school young woman marri man father choic soon face possibl religion consid union invalid,2020,100,['drama'],['ID'],
490,Motu Patlu in the Game of Zones,board game becom real buddi motu patlu get transport world monster magic mayhem,2020,87,"['fantasy', 'comedy', 'animation']",['IN'],
491,Leyla Everlasting,resili housewif husband marriag therapist becom mire toxic love triangl plot obtain antiqu manuscript,2020,112,['comedy'],['TR'],3.7
492,Fate of Alakada,fake way situat social media influenc pose event planner task throw extravag starstud bash,2020,114,['comedy'],['NG'],6.9
493,Mama Drama,,2020,85,['drama'],['US'],6.3
494,Rudra: Secret of the Black Moon,kid magician rudra set save earth demon black moon planet get job done spell dont work enemi territori,2020,87,[],[],
495,PNL - Dans la légende tour,live record french rapper pnl play song album dan la légend berci arena pari,2020,18,"['music', 'documentation']",['FR'],
496,The Book of Sun, peak saudi youtub movement high school senior husam find drawn world video product he join pursuit best friend maan onetim foe ibrahim orabi teacher passion filmmak middl senior year set produc nobudget horror movi – wild adventur put futur risk,2020,130,"['drama', 'thriller']",['SA'],
497,Wave of Cinema: Generasi 90an,walk memori lane experi soundtrack belov film generasi  melankolia nostalg perform,2020,51,['music'],['ID'],
498,Story of Kale: When Someone's in Love,leav toxic relationship dinda embark romanc kale whose view love soon shatter wrestl insecur,2020,77,"['drama', 'romance']",['ID'],6.4
499,Super Monsters: Santa's Super Monster Helpers,santa need serious help prep present super monster lend hand  monster magic  get everi gift time,2020,24,"['animation', 'family']",['US'],4.5
500,The Gray Man,shadowi cia agent uncov damn agenc secret hes hunt across globe sociopath rogu oper whos put bounti head,2022,128,"['thriller', 'action']","['US', 'CZ']",6.6
501,RRR,fiction histori two legendari revolutionari journey away home began fight countri ,2022,187,"['drama', 'action']",['IN'],8.0
502,Sing 2,buster new cast sight set debut new show crystal tower theater glamor redshor citi connect singer must sneak crystal entertain offic run ruthless wolf mogul jimmi crystal gang pitch ridicul idea cast lion rock legend clay calloway show buster must embark quest find nowisol clay persuad return stage,2021,110,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",['US'],7.4
503,The Man from Toronto,case mistaken ident world deadliest assassin known man toronto new york citi screwup forc team confus airbnb,2022,110,"['action', 'thriller', 'drama', 'romance', 'comedy']",['US'],5.8
504,Persuasion,live snobbi famili brink bankruptci ann elliot unconform woman modern sensibl frederick wentworth  dash one sent away  crash back life ann must choos put past behind listen heart come second chanc,2022,107,"['romance', 'drama', 'comedy']","['US', 'GB']",
505,Hustle,basketbal scout discov phenomen street ball player spain see prospect opportun get back nba,2022,117,"['drama', 'sport', 'comedy']",['US'],7.4
506,Spiderhead,near futur convict offer chanc volunt medic subject shorten sentenc one subject new drug capabl generat feel love begin question realiti emot,2022,106,"['scifi', 'thriller', 'drama', 'action', 'crime']",['US'],5.4
507,The Sea Beast,young girl stow away ship legendari sea monster hunter launch epic journey unchart water  make histori boot,2022,115,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],7.1
508,Girl in the Picture,young mother mysteri death son subsequ kidnap blow open decadeslong mysteri woman true ident murder feder fugit center,2022,102,"['documentation', 'crime']",['US'],7.3
509,Incantation,inspir true stori famili believ possess spirit film follow woman must protect child curs  warn curs video might contain certain risk watch  dare follow pleas solv puzzl daughter curs ,2022,111,['horror'],['TW'],6.2
510,Umma,amanda daughter live quiet life american farm remain estrang mother arriv korea amanda becom haunt fear turn mother,2022,83,"['horror', 'drama']",['US'],4.6
511,Operation Mincemeat, two british intellig offic concoct oper mincemeat wherein plan drop corps fals paper coast spain would fool nazi spi believ alli forc plan attack way greec rather sicili,2022,128,"['drama', 'war', 'history']","['GB', 'US']",6.6
512,Valley of the Dead,theyr soldier differ side war dead come back life side want one surviv,2022,101,"['comedy', 'horror', 'war', 'fantasy', 'thriller', 'action']",['ES'],6.5
513,Bill Burr: Live at Red Rocks,comedian bill burr sound cancel cultur femin get bad review wife lifechang epiphani fieri standup set,2022,82,"['comedy', 'documentation']",[],7.8
514,The Adam Project,accident crashland  timetravel fighter pilot adam reed team  self mission save futur,2022,106,"['drama', 'action', 'comedy', 'scifi']",['US'],6.7
515,Don't Look Up,two american astronom attempt warn humankind approach comet wipe life planet earth,2021,138,"['comedy', 'drama', 'scifi']",['US'],7.2
516,The Power of the Dog,charismat rancher phil burbank inspir fear awe around brother bring home new wife son phil torment find expos possibl love,2021,126,"['drama', 'romance', 'western']","['GB', 'AU', 'CA', 'GR', 'NZ']",6.8
517,Blasted,former childhood friend crash sebastian bachelor parti make alien invas make put asid bad blood reunit kickass lasertag duo,2022,114,"['action', 'comedy', 'scifi']",['NO'],4.8
518,"Hello, Goodbye, and Everything in Between",clare aidan make pact would break colleg find retrac step relationship last even coupl epic date lead familiar landmark unexpect place caus question whether high school love meant last,2022,83,"['drama', 'comedy', 'romance']",['US'],4.9
519,Interceptor,us armi captain use year tactic train save human sixteen nuclear missil launch us violent attack threaten remot missil interceptor station,2022,98,"['thriller', 'action', 'drama']",['AU'],4.5
520,The Lost Daughter,woman seasid vacat take dark turn obsess young mother forc confront secret past,2021,122,['drama'],"['GR', 'GB', 'US']",6.7
521,"tick, tick... BOOM!",cusp  birthday jonathon larson promis young theater compos navig love friendship pressur life artist new york citi,2021,121,['drama'],['US'],7.5
522,Red Notice,interpolissu red notic global alert hunt captur world want dare heist bring togeth fbis top profil two rival crimin there tell happen,2021,117,"['thriller', 'action', 'comedy', 'crime']",['US'],6.3
523,Dave Chappelle: What's in a Name?,dave chappell deliv speech prestigi alma mater reflect comedi root rise fame artist never behav,2022,40,['comedy'],['US'],
524,My Daughter's Killer,father fight decad bring daughter killer justic franc germani take extrem measur,2022,83,"['documentation', 'crime']","['DE', 'FR']",6.9
525,Love & Gelato,lina graduat high school sight set futur mit mom get sick encourag lina follow footstep “the summer lifetime” rome use mom old diari guid explor romant magic citi might find love gelato cours,2022,111,"['romance', 'comedy', 'drama']",['IT'],5.1
526,Apollo 10½:  A Space Age Childhood,man narrat stori life  boy  houston weav tale nostalgia fantast account journey moon,2022,98,"['animation', 'scifi', 'action', 'comedy', 'romance', 'family', 'horror', 'drama']","['NL', 'US']",7.3
527,The Alpinist,filmmak peter mortim encount elus young climber name marcandré leclerc evolut free solo mountain unfold along twoyear journey high alpin peak steep frozen waterfal peter explor marc connect natur uncompromis quest adventur risk take pursu passion,2021,92,['documentation'],"['AT', 'GB', 'US']",8.0
528,The Mitchells vs. the Machines,quirki dysfunct famili road trip upend find middl robot apocalyps sudden becom human unlikeliest last hope,2021,109,"['comedy', 'family', 'scifi', 'animation']",['US'],7.6
529,The Harder They Fall,outlaw discov enemi releas prison reunit gang seek reveng,2021,139,"['action', 'drama', 'western']",['US'],6.5
530,Major,base life reallif hero major sandeep unnikrishnan major film aim show valiant soldier save live numer hostag martyr terrorist wreak havoc taj mahal palac mumbai india  novemb ,2022,149,"['action', 'drama']",['IN'],9.1
531,Our Father,woman athom dna test reveal multipl halfsibl discov shock scheme involv donor sperm popular fertil doctor,2022,97,"['crime', 'documentation']",['US'],6.5
532,Windfall,man break tech billionair empti vacat home thing go sideway arrog mogul wife arriv lastminut getaway,2022,92,"['crime', 'drama', 'thriller']",['US'],5.7
